Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
2015,210.0,4,2,31,23,873,29895
2015,210.0,4,2,29,23,873,30995
2015,210.0,4,2,31,23,873,30895
2015,210.0,4,2,29,23,873,35975
2015,150.0,4,2,40,30,873,30775
2015,210.0,4,2,31,23,873,33995
2015,150.0,4,2,40,30,873,32225
2015,210.0,4,2,29,23,873,35975
2015,210.0,4,2,31,23,873,31495
2015,210.0,4,2,29,23,873,35095
2015,210.0,4,2,29,23,873,31995
2015,210.0,4,2,31,23,873,31495
2015,210.0,4,2,31,23,873,34875
2016,210.0,4,2,31,23,873,29790
2016,210.0,4,2,31,23,873,34950
2016,210.0,4,2,31,23,873,32670
2016,210.0,4,2,31,23,873,31570
2016,210.0,4,2,31,23,873,36050
2016,210.0,4,2,31,23,873,30890
2016,210.0,4,2,31,23,873,36050
2016,210.0,4,2,31,23,873,32670
2016,210.0,4,2,31,23,873,34950
2016,210.0,4,2,31,23,873,29790
2016,210.0,4,2,31,23,873,30890
2016,210.0,4,2,31,23,873,31570
2015,150.0,4,2,41,31,873,25895
2015,210.0,4,2,30,24,873,31625
2015,170.0,4,2,33,25,873,20195
2015,170.0,4,2,33,25,873,24185
2015,170.0,4,2,33,25,873,26985
2015,210.0,4,2,31,23,873,30525
2015,170.0,4,2,33,25,873,26195
2015,210.0,4,2,31,23,873,30525
2015,210.0,4,2,30,24,873,31625
2015,170.0,4,2,33,25,873,26195
2015,170.0,4,2,33,24,873,23085
2015,170.0,4,2,33,25,873,21795
2015,210.0,4,2,31,23,873,28115
2015,210.0,4,2,30,24,873,32475
2015,210.0,4,2,31,23,873,28675
2015,170.0,4,2,33,24,873,20695
2015,210.0,4,2,31,23,873,25450
2015,150.0,4,2,41,31,873,27710
2015,210.0,4,2,31,23,873,25450
2015,210.0,4,2,30,24,873,26550
2015,170.0,4,2,33,24,873,25885
2015,210.0,4,2,30,24,873,29215
2015,170.0,4,2,33,24,873,25095
2015,150.0,4,2,41,31,873,26430
2015,170.0,4,2,33,24,873,25885
2015,150.0,4,2,41,31,873,29625
2015,210.0,4,2,31,23,873,31375
2015,170.0,4,2,33,24,873,25095
2015,170.0,4,2,33,24,873,20695
2015,150.0,4,2,41,31,873,28525
2015,170.0,4,2,33,24,873,23085
2015,150.0,4,2,41,31,873,28810
2015,170.0,4,2,33,25,873,24705
2015,210.0,4,2,30,24,873,29215
2015,170.0,4,2,33,25,873,21795
2015,210.0,4,2,30,24,873,32475
2015,210.0,4,2,31,23,873,28115
2015,210.0,4,2,31,23,873,28675
2015,210.0,4,2,31,23,873,31375
2015,210.0,4,2,30,24,873,26550
2015,170.0,4,2,33,24,873,23605
2015,150.0,4,2,41,31,873,25330
2015,210.0,4,2,30,24,873,29775
2015,210.0,4,2,30,24,873,29775
2015,170.0,4,2,33,25,873,24705
2015,170.0,4,2,33,25,873,24185
2015,150.0,4,2,41,31,873,24795
2015,170.0,4,2,33,24,873,23605
2015,170.0,4,2,33,25,873,26985
2016,210.0,4,2,31,23,873,25995
2016,210.0,4,2,31,24,873,27095
2016,170.0,4,2,34,25,873,22450
2016,170.0,4,2,34,25,873,19795
2016,170.0,4,2,34,25,873,25975
2016,170.0,4,2,34,24,873,21350
2016,210.0,4,2,31,24,873,27095
2016,170.0,4,2,34,25,873,19595
2016,210.0,4,2,31,23,873,31450
2016,210.0,4,2,31,23,873,31450
2016,170.0,4,2,34,25,873,22450
2016,210.0,4,2,31,24,873,32550
2016,170.0,4,2,34,25,873,25975
2016,170.0,4,2,31,24,873,23995
2016,210.0,4,2,31,24,873,32550
2016,170.0,4,2,34,24,873,21350
2016,170.0,4,2,34,25,873,19795
2016,210.0,4,2,31,23,873,25995
2016,170.0,4,2,31,24,873,23995
2017,170.0,4,2,33,24,873,20475
2017,170.0,4,2,33,24,873,19995
2017,170.0,4,2,31,24,873,23995
2017,170.0,4,2,33,24,873,21890
2017,210.0,4,2,29,23,873,32550
2017,170.0,4,2,33,24,873,25975
2017,170.0,4,2,33,24,873,22450
1994,170.0,4,2,27,18,1385,2000
1995,160.0,6,2,27,18,1385,2000
1996,155.0,6,2,27,18,1385,2000
2013,320.0,8,4,21,15,1385,39030
2013,320.0,8,4,21,15,1385,41675
2013,320.0,8,4,21,15,1385,44580
2013,320.0,8,4,21,15,1385,38625
2013,320.0,8,4,21,15,1385,47885
2013,320.0,8,4,21,15,1385,35980
2002,300.0,8,4,15,11,61,51785
2003,240.0,6,4,25,16,210,34020
2004,275.0,8,4,22,15,210,35270
2005,275.0,8,4,22,15,210,35585
2014,315.0,6,2,28,20,1715,62100
2014,265.0,6,2,30,20,1715,50400
2015,330.0,6,2,26,19,1715,73500
2015,315.0,6,2,28,20,1715,63300
2015,265.0,6,2,30,20,1715,51400
2016,330.0,6,2,26,19,1715,74600
2016,315.0,6,2,28,20,1715,63900
2016,265.0,6,2,30,20,1715,52100
2009,530.0,8,2,14,10,520,340990
2010,530.0,8,2,15,9,520,340990
1990,140.0,8,4,22,15,1624,2000
1990,140.0,8,4,22,15,1624,2000
1991,170.0,8,4,23,15,1624,2000
1992,170.0,8,4,23,15,1624,2000
2015,200.0,4,2,30,22,640,29490
2015,200.0,4,2,34,25,640,28795
2015,200.0,4,2,30,22,640,25695
2015,200.0,4,2,30,22,640,27695
2016,200.0,4,2,30,22,640,27395
2016,200.0,4,2,30,22,640,27690
2016,200.0,4,2,34,25,640,28495
2016,200.0,4,2,30,22,640,25395
2017,200.0,4,2,33,24,640,28745
2017,205.0,4,2,29,21,640,29695
2017,205.0,4,2,29,21,640,25495
2017,205.0,4,2,29,21,640,27645
2015,241.0,4,4,31,24,617,40400
2015,302.0,6,2,27,19,617,46050
2015,241.0,4,4,27,19,617,42575
2015,451.0,8,2,19,13,617,62950
2015,241.0,4,4,34,25,617,38400
2015,302.0,6,2,28,20,617,44050
2015,241.0,4,4,31,24,617,41050
2015,329.0,6,4,29,21,617,48590
2015,241.0,4,4,34,25,617,39050
2015,503.0,8,4,25,18,617,71900
2015,241.0,4,4,34,25,617,40575
2015,469.0,8,4,25,18,617,63900
2015,201.0,4,2,31,22,617,39400
2016,241.0,4,4,31,24,617,43125
2016,362.0,6,4,29,21,617,50800
2016,241.0,4,4,34,25,617,41125
2016,241.0,4,4,31,24,617,41275
2016,503.0,8,4,25,18,617,73250
2016,469.0,8,4,25,18,617,65250
2016,241.0,4,4,34,25,617,38950
2016,241.0,4,4,34,25,617,39275
2016,241.0,4,4,31,24,617,40950
2017,241.0,4,4,34,24,617,39850
2017,241.0,4,4,34,24,617,39500
2017,362.0,6,4,29,21,617,52000
2017,503.0,8,4,24,18,617,72800
2017,469.0,8,2,23,17,617,67000
2017,241.0,4,4,34,24,617,41675
2017,241.0,4,2,31,24,617,44650
2017,241.0,4,2,30,23,617,42650
2017,241.0,4,4,31,24,617,43675
2017,469.0,8,4,24,18,617,65200
2017,241.0,4,4,31,24,617,41500
2017,241.0,4,4,31,24,617,41850
2017,503.0,8,2,23,17,617,75000
2017,241.0,4,2,29,22,617,52900
2017,241.0,4,2,31,23,617,50900
2015,188.0,4,4,37,42,5657,27170
2015,188.0,4,4,37,42,5657,24170
2016,188.0,4,4,37,42,5657,24170
2016,188.0,4,4,37,42,5657,27170
2017,188.0,4,4,37,42,5657,24120
2017,188.0,4,4,37,42,5657,27120
2011,227.0,5,2,29,21,870,24700
2011,227.0,5,2,29,21,870,27100
2012,227.0,5,2,29,21,870,27450
2012,227.0,5,2,29,21,870,24950
2013,227.0,5,2,29,21,870,25500
2013,227.0,5,2,29,21,870,27850
1995,268.0,6,4,20,16,617,3555
1996,276.0,6,4,20,16,617,3996
1997,276.0,6,4,22,16,617,4330
1998,302.0,8,4,21,16,617,4472
1999,302.0,8,4,21,16,617,4661
2000,302.0,8,4,21,16,617,5739
2011,227.0,5,2,28,19,870,39950
2012,227.0,5,2,28,18,870,40450
2013,227.0,5,2,28,19,870,41200
2009,400.0,8,2,18,13,2,209990
2009,400.0,8,2,18,13,2,219990
2009,400.0,8,2,18,13,2,209990
1996,172.0,6,2,22,17,3105,2631
1997,172.0,6,2,22,17,3105,2837
1998,172.0,6,2,22,17,3105,3137
2015,293.0,6,4,28,19,1720,34900
2015,293.0,6,4,28,19,1720,43800
2016,293.0,6,4,28,19,1720,44090
2016,293.0,6,4,28,19,1720,35990
2016,293.0,6,4,28,19,1720,32990
2017,290.0,6,4,28,20,1720,38990
2017,290.0,6,4,28,20,1720,31990
2017,290.0,6,4,28,20,1720,44390
2015,553.0,8,2,23,16,2774,198973
2012,453.0,8,2,19,13,2774,195840
2013,483.0,8,2,19,13,2774,198190
2014,483.0,8,2,19,13,2774,198190
2015,323.0,6,2,28,17,1385,29205
2015,323.0,6,2,28,17,1385,31205
2015,580.0,8,2,19,14,1385,55505
2015,426.0,8,2,24,16,1385,42405
2015,426.0,8,2,24,16,1385,39505
2015,426.0,8,2,24,16,1385,33505
2015,426.0,8,2,24,16,1385,37305
2015,323.0,6,2,28,17,1385,26005
2015,323.0,6,2,28,17,1385,35105
2015,505.0,8,2,19,13,1385,72305
2015,580.0,8,2,19,14,1385,60705
2016,455.0,8,2,25,16,1385,48300
2016,275.0,4,2,30,21,1385,36800
2016,455.0,8,2,25,16,1385,41300
2016,275.0,4,2,30,21,1385,32700
2016,275.0,4,2,30,21,1385,25700
2016,275.0,4,2,30,21,1385,29800
2016,455.0,8,2,25,16,1385,43300
2016,455.0,8,2,25,16,1385,36300
2017,455.0,8,2,25,16,1385,42905
2017,455.0,8,2,25,16,1385,47905
2017,275.0,4,2,30,20,1385,35605
2017,275.0,4,2,31,22,1385,32600
2017,455.0,8,2,25,16,1385,41905
2017,455.0,8,2,25,16,1385,36905
2017,275.0,4,2,30,20,1385,30405
2017,275.0,4,2,31,22,1385,26600
2017,275.0,4,2,30,20,1385,25905
2017,650.0,8,2,20,14,1385,61140
2017,275.0,4,2,30,20,1385,31905
2017,650.0,8,2,20,14,1385,67140
2015,200.0,4,4,38,40,2031,29980
2015,200.0,4,4,38,40,2031,27995
2015,200.0,4,4,39,43,2031,26790
2016,200.0,4,4,38,40,2031,30140
2016,200.0,4,4,38,40,2031,27995
2016,200.0,4,4,39,43,2031,26790
2017,200.0,4,4,38,42,2031,26790
2017,200.0,4,4,37,40,2031,27995
2017,200.0,4,4,37,40,2031,30140
2015,268.0,6,4,31,21,2031,31370
2016,268.0,6,4,31,21,2031,31370
2017,268.0,6,4,30,21,2031,31370
2016,305.0,6,4,26,18,549,34280
2016,305.0,6,4,24,17,549,35020
2016,305.0,6,4,24,17,549,38110
2016,305.0,6,4,24,17,549,37810
2016,200.0,4,4,27,20,549,29245
2016,305.0,6,4,26,18,549,30765
2016,305.0,6,4,26,18,549,33460
2016,305.0,6,4,24,17,549,34720
2013,180.0,4,4,28,20,1385,24155
2013,180.0,4,4,28,20,1385,29615
2013,180.0,4,4,28,20,1385,25770
2013,180.0,4,4,28,20,1385,24940
2014,180.0,4,4,28,20,1385,25145
2014,180.0,4,4,28,20,1385,24360
2014,180.0,4,4,28,20,1385,25975
2014,180.0,4,4,28,20,1385,29495
2015,180.0,4,4,28,20,1385,25985
2015,180.0,4,4,28,20,1385,29505
2015,180.0,4,4,28,20,1385,25155
2015,180.0,4,4,28,20,1385,24370
2005,150.0,4,4,24,17,1851,18380
2006,180.0,6,4,24,17,1851,20130
2006,150.0,4,4,24,17,1851,18630
2007,170.0,6,4,24,17,1851,20555
2007,150.0,4,4,24,17,1851,19055
2004,605.0,10,2,15,9,1715,440000
2005,605.0,10,2,15,9,1715,440000
1999,200.0,6,4,23,16,1624,2066
2000,200.0,6,4,23,16,1624,2103
2000,200.0,6,4,23,16,1624,2241
2001,200.0,6,4,22,16,1624,31305
2015,420.0,6,4,24,17,1715,74100
2015,520.0,8,4,21,14,1715,113600
2015,240.0,6,4,29,20,1715,61700
2016,440.0,6,4,23,16,1715,95500
2016,420.0,6,4,24,17,1715,74800
2016,520.0,8,4,21,14,1715,114700
2016,300.0,6,4,24,19,1715,58300
2016,570.0,8,4,21,14,1715,157300
2016,240.0,6,4,29,20,1715,62300
2017,520.0,8,4,21,14,1715,116500
2017,300.0,6,4,24,18,1715,59600
2017,440.0,6,4,23,16,1715,97200
2017,570.0,8,4,21,14,1715,159600
2017,420.0,6,4,24,17,1715,76200
2006,295.0,6,2,26,18,1715,58900
2014,275.0,6,2,30,20,1715,52600
2014,325.0,6,2,28,20,1715,63800
2015,325.0,6,2,28,20,1715,63800
2015,340.0,6,2,26,19,1715,75200
2015,275.0,6,2,30,20,1715,52600
2016,325.0,6,2,28,20,1715,64100
2016,340.0,6,2,26,19,1715,75200
2016,275.0,6,2,30,20,1715,52600
2015,200.0,4,4,32,21,873,34275
2015,200.0,4,4,31,22,873,34095
2015,200.0,4,4,32,21,873,32995
2015,280.0,6,4,25,17,873,43575
2015,200.0,4,4,32,21,873,32995
2015,200.0,4,4,31,22,873,38085
2015,200.0,4,4,31,22,873,35375
2015,200.0,4,4,31,22,873,35375
2015,200.0,4,4,31,22,873,38085
2015,200.0,4,4,31,22,873,34095
2015,200.0,4,4,32,21,873,34275
2016,200.0,4,4,31,22,873,32670
2016,200.0,4,4,32,21,873,34655
2016,200.0,4,4,31,22,873,35755
2016,200.0,4,4,31,22,873,37820
2016,280.0,6,4,25,17,873,44355
2016,200.0,4,4,31,22,873,37820
2016,200.0,4,4,31,22,873,37820
2016,200.0,4,4,31,22,873,34475
2016,200.0,4,4,31,22,873,34475
2016,200.0,4,4,31,22,873,37820
2016,200.0,4,4,32,21,873,31570
2016,200.0,4,4,31,22,873,32670
2016,200.0,4,4,32,21,873,34655
2016,200.0,4,4,32,21,873,31570
2016,200.0,4,4,31,22,873,35755
2017,200.0,4,4,31,22,873,37820
2017,200.0,4,4,31,22,873,37820
2017,200.0,4,4,31,22,873,34475
2017,200.0,4,4,31,22,873,37820
2017,200.0,4,4,31,22,873,37820
2017,200.0,4,4,31,22,873,34475
2003,140.0,4,2,33,25,2031,18140
2003,180.0,4,2,29,20,2031,22005
2003,180.0,4,2,27,20,2031,22705
2003,140.0,4,2,30,23,2031,17340
2004,140.0,4,2,30,23,2031,19535
2004,180.0,4,2,28,22,2031,22935
2004,180.0,4,2,28,22,2031,24810
2004,180.0,4,2,30,21,2031,22235
2004,140.0,4,2,33,25,2031,18370
2004,140.0,4,2,30,23,2031,17570
2004,140.0,4,2,33,25,2031,20335
2004,180.0,4,2,30,21,2031,24110
2005,140.0,4,2,30,23,2031,17670
2005,180.0,4,2,30,21,2031,22335
2005,180.0,4,2,28,22,2031,23035
2005,140.0,4,2,33,25,2031,18470
2015,375.0,8,2,23,15,1851,31995
2015,485.0,8,2,23,14,1851,42595
2015,375.0,8,2,23,15,1851,35795
2015,485.0,8,2,23,14,1851,37995
2015,305.0,6,2,30,19,1851,29995
2015,375.0,8,2,23,15,1851,38795
2015,707.0,8,2,22,13,1851,58295
2015,485.0,8,2,23,14,1851,45695
2015,375.0,8,2,23,15,1851,34995
2015,305.0,6,2,30,19,1851,26995
2016,375.0,8,2,23,15,1851,31995
2016,485.0,8,2,23,14,1851,49195
2016,305.0,6,2,30,19,1851,29995
2016,485.0,8,2,23,14,1851,37995
2016,375.0,8,2,23,15,1851,34995
2016,375.0,8,2,23,15,1851,38995
2016,305.0,6,2,30,19,1851,26995
2016,707.0,8,2,21,13,1851,65945
2016,485.0,8,2,23,14,1851,42795
2016,375.0,8,2,23,15,1851,35995
2017,375.0,8,2,23,15,1851,35890
2017,485.0,8,2,23,14,1851,37995
2017,485.0,8,2,23,14,1851,49195
2017,375.0,8,2,23,15,1851,36890
2017,707.0,8,2,21,13,1851,62495
2017,375.0,8,2,23,15,1851,32890
2017,305.0,6,2,30,19,1851,26995
2017,375.0,8,2,23,15,1851,39890
2017,485.0,8,2,23,14,1851,42795
2017,305.0,6,2,30,19,1851,29995
2017,485.0,8,2,23,14,1851,43995
2017,375.0,8,2,23,15,1851,37390
2017,375.0,8,2,23,15,1851,40140
2015,485.0,8,4,25,15,1851,47995
2015,485.0,8,4,25,15,1851,39995
2015,707.0,8,4,22,13,1851,62295
2015,370.0,8,4,25,16,1851,33595
2015,370.0,8,4,25,16,1851,36595
2016,707.0,8,4,22,13,1851,65945
2016,292.0,6,4,31,19,1851,29995
2016,485.0,8,4,25,15,1851,39995
2016,485.0,8,4,25,15,1851,50995
2016,370.0,8,4,25,16,1851,36895
2016,370.0,8,4,25,16,1851,33895
2017,370.0,8,4,25,16,1851,34790
2017,485.0,8,4,25,15,1851,51145
2017,707.0,8,4,22,13,1851,65945
2017,292.0,6,4,30,19,1851,29995
2017,370.0,8,4,25,16,1851,39890
2017,485.0,8,4,25,15,1851,44995
2017,485.0,8,4,25,15,1851,39995
1990,62.0,4,2,44,36,2202,2000
1990,108.0,4,2,30,24,2202,2000
1990,92.0,4,2,32,27,2202,2000
1991,108.0,4,2,30,24,2202,2000
1991,92.0,4,2,33,27,2202,2000
1991,62.0,4,2,44,36,2202,2000
1995,160.0,4,2,27,23,2202,2033
1996,160.0,4,2,27,23,2202,2213
1997,160.0,4,2,27,23,2202,2410
2015,205.0,4,4,31,22,2202,24590
2015,110.0,4,4,47,44,2202,27435
2015,205.0,4,2,31,22,2202,23090
2015,205.0,4,2,31,22,2202,22890
2015,110.0,4,4,47,44,2202,25935
2015,205.0,4,2,31,22,2202,24390
2015,205.0,4,4,31,22,2202,23290
2015,110.0,4,4,47,44,2202,26235
2015,110.0,4,4,47,44,2202,24735
2015,205.0,4,2,31,22,2202,24590
2015,205.0,4,4,31,22,2202,23090
2017,174.0,4,4,39,30,2202,19700
2017,180.0,4,4,39,30,2202,21300
2017,174.0,4,4,40,31,2202,25300
2017,174.0,4,4,40,31,2202,22800
2017,174.0,4,4,40,31,2202,20500
2017,180.0,4,4,36,30,2202,22100
2017,174.0,4,4,42,32,2202,26600
2017,174.0,4,2,40,31,2202,26225
2017,174.0,4,4,42,32,2202,22300
2017,174.0,4,2,40,31,2202,23525
2017,174.0,4,4,42,32,2202,23800
2017,174.0,4,4,42,31,2202,21500
2017,174.0,4,2,40,31,2202,22400
2017,174.0,4,4,42,32,2202,23300
2017,174.0,4,4,42,32,2202,24800
2017,174.0,4,4,42,32,2202,24800
2017,174.0,4,2,41,30,2202,21600
2012,621.0,12,2,18,12,617,211000
2012,510.0,12,2,18,12,617,158700
2012,429.0,8,2,24,15,617,114100
2012,536.0,8,2,22,15,617,151500
2013,621.0,12,2,18,12,617,213200
2013,536.0,8,2,22,15,617,153000
2013,429.0,8,2,24,15,617,115300
2013,510.0,12,2,18,12,617,160300
2014,621.0,12,2,18,12,617,215500
2014,429.0,8,2,24,15,617,116600
2014,510.0,12,2,18,12,617,162000
2014,536.0,8,2,22,15,617,154600
2015,208.0,4,4,38,26,617,31500
2015,208.0,4,4,32,24,617,33500
2015,355.0,4,4,31,23,617,48500
2016,208.0,4,4,38,26,617,32050
2016,375.0,4,4,31,23,617,49500
2016,208.0,4,4,33,24,617,34050
2017,208.0,4,4,38,26,617,32400
2017,208.0,4,4,32,23,617,34400
2017,375.0,4,4,30,23,617,49950
2001,225.0,6,2,27,17,204,29980
2001,225.0,6,2,27,17,204,27980
2002,225.0,6,2,27,17,204,28030
2002,225.0,6,2,27,17,204,30030
2003,260.0,6,2,26,17,204,32700
2003,260.0,6,2,27,17,204,30550
2003,225.0,6,2,27,17,204,30350
2003,225.0,6,2,27,17,204,28200
2003,260.0,6,2,26,17,204,30550
2007,268.0,6,2,25,17,617,54200
2007,475.0,8,2,18,12,617,89200
2007,268.0,6,2,25,17,617,46200
2007,382.0,8,2,22,15,617,62900
2007,382.0,8,2,22,15,617,54900
2008,268.0,6,2,25,17,617,46450
2008,382.0,8,2,22,15,617,55150
2008,500.0,8,2,19,12,617,135000
2008,382.0,8,2,21,15,617,63200
2008,475.0,8,2,18,12,617,89500
2008,268.0,6,2,25,17,617,54500
2009,268.0,6,2,25,17,617,56100
2009,382.0,8,2,21,15,617,64800
2009,382.0,8,2,22,15,617,56800
2009,268.0,6,2,25,17,617,48100
2015,402.0,8,4,26,17,617,73200
2015,577.0,8,4,22,16,617,106550
2015,329.0,6,4,30,20,617,65990
2015,329.0,6,4,28,20,617,68490
2015,402.0,8,4,24,17,617,75700
2016,329.0,6,4,30,20,617,66900
2016,329.0,6,4,26,19,617,69400
2016,577.0,8,4,22,16,617,107800
2016,402.0,8,4,25,17,617,76600
2016,402.0,8,4,26,17,617,74100
2017,402.0,8,4,26,18,617,74850
2017,402.0,8,4,25,17,617,77350
2017,577.0,8,4,22,16,617,108900
2008,260.0,4,2,30,22,1385,22335
2009,260.0,4,2,30,22,1385,23425
2009,260.0,4,4,30,22,1385,23425
2010,260.0,4,2,30,22,1385,24535
2012,300.0,8,4,20,14,1385,28340
2012,300.0,8,4,20,14,1385,27010
2016,305.0,6,4,24,17,1385,30665
2016,305.0,6,4,24,17,1385,32895
2016,305.0,6,4,24,17,1385,35000
2016,305.0,6,4,24,17,1385,30365
2016,305.0,6,4,24,17,1385,33195
2016,305.0,6,4,26,18,1385,31670
2016,305.0,6,4,26,18,1385,26510
2016,200.0,4,4,27,20,1385,30435
2016,200.0,4,4,25,19,1385,27545
2016,200.0,4,4,27,20,1385,24990
2016,305.0,6,4,24,17,1385,35300
2016,200.0,4,4,27,20,1385,27920
2016,200.0,4,4,26,19,1385,22435
2016,305.0,6,4,26,18,1385,29440
1992,92.0,4,2,33,27,1851,2000
1992,92.0,4,2,32,25,1851,2000
1992,92.0,4,2,32,25,535,2000
1992,92.0,4,2,33,27,535,2000
2002,250.0,6,4,24,16,1013,28415
2003,250.0,6,4,25,17,1013,28805
2004,250.0,6,4,25,17,1013,29105
2011,600.0,12,4,17,10,520,206600
2012,600.0,12,4,17,10,520,209600
2013,600.0,12,4,17,10,520,209600
2011,552.0,12,4,18,11,520,181200
2012,552.0,12,4,19,11,520,184200
2013,552.0,12,4,19,11,520,184200
2014,626.0,12,2,20,12,520,238700
2010,600.0,12,2,17,10,520,207700
2014,616.0,12,2,20,13,520,217000
2015,572.0,8,2,23,13,520,337000
2014,500.0,8,2,24,15,520,177500
2014,521.0,8,2,24,15,520,196500
2014,567.0,12,2,21,12,520,198600
2015,626.0,12,2,20,12,520,250100
2015,626.0,12,2,21,12,520,227600
2015,567.0,12,2,21,12,520,203500
2015,521.0,8,2,24,14,520,219400
2015,500.0,8,2,24,14,520,206300
2015,500.0,8,2,25,15,520,187900
2015,567.0,12,2,20,12,520,223600
2015,521.0,8,2,25,15,520,199700
2016,521.0,8,2,24,14,520,231800
2016,500.0,8,2,25,15,520,198500
2016,500.0,8,2,24,14,520,218400
2016,626.0,12,2,21,12,520,239400
2016,582.0,12,2,20,12,520,236100
2016,582.0,12,2,21,12,520,214600
2016,521.0,8,2,25,15,520,210700
2016,626.0,12,2,20,12,520,263400
2010,600.0,12,2,17,10,520,231400
2011,600.0,12,2,17,10,520,236100
2012,567.0,12,2,19,11,520,212800
2013,567.0,12,2,19,11,520,212800
2013,500.0,8,2,24,14,520,191400
2014,500.0,8,2,24,14,520,195200
2014,567.0,12,2,20,12,520,218500
2014,521.0,8,2,24,14,520,216200
2011,621.0,12,2,19,12,520,280400
2012,621.0,12,2,19,12,520,280400
2010,621.0,12,2,19,12,520,267000
2011,621.0,12,2,19,12,520,267000
2012,621.0,12,2,19,12,520,267000
2001,420.0,8,2,15,10,520,299900
2001,400.0,8,2,15,10,520,279900
2001,420.0,8,2,15,10,520,309900
2001,420.0,8,2,15,10,520,319900
2003,420.0,8,2,15,10,520,328990
2003,420.0,8,2,15,10,520,318990
2001,275.0,8,4,23,15,61,39660
2002,275.0,8,4,23,15,61,39895
2002,275.0,8,4,23,15,61,38185
2002,275.0,8,4,23,15,61,38790
2002,275.0,8,4,23,15,61,39775
2017,305.0,6,4,26,17,61,44560
2017,305.0,6,4,24,16,61,46560
2017,305.0,6,4,24,16,61,49515
2017,305.0,6,4,26,17,61,47515
1998,195.0,6,4,26,17,5657,2655
1999,200.0,6,4,26,17,5657,2702
2000,200.0,6,4,27,18,5657,2937
2001,325.0,8,2,15,10,86,359990
2017,137.0,4,4,35,27,2031,18750
2017,137.0,4,4,36,28,2031,19490
1992,158.0,4,2,26,18,873,2000
1992,178.0,6,2,23,16,873,2000
1993,178.0,6,2,23,16,873,2000
1994,178.0,6,2,22,16,873,2000
2014,455.0,8,2,29,17,1385,53000
2014,455.0,8,2,29,17,1385,57000
2014,455.0,8,2,29,17,1385,62000
2014,455.0,8,2,29,17,1385,58000
2015,460.0,8,2,29,17,1385,68160
2015,460.0,8,2,29,17,1385,64160
2015,650.0,8,2,22,15,1385,83000
2015,455.0,8,2,29,17,1385,63160
2015,460.0,8,2,29,17,1385,64000
2015,455.0,8,2,29,17,1385,55000
2015,650.0,8,2,22,15,1385,87650
2015,460.0,8,2,29,17,1385,73450
2015,455.0,8,2,29,17,1385,64450
2015,460.0,8,2,29,17,1385,69450
2015,460.0,8,2,29,17,1385,60000
2015,455.0,8,2,29,17,1385,59000
2015,650.0,8,2,22,15,1385,82270
2015,650.0,8,2,22,15,1385,86270
2015,650.0,8,2,22,15,1385,91650
2015,650.0,8,2,22,15,1385,79000
2015,455.0,8,2,29,17,1385,68450
2015,455.0,8,2,29,17,1385,59160
2016,650.0,8,2,22,15,1385,88345
2016,650.0,8,2,22,15,1385,79400
2016,460.0,8,2,29,17,1385,70145
2016,455.0,8,2,29,17,1385,65145
2016,650.0,8,2,22,15,1385,83400
2016,650.0,8,2,22,15,1385,82965
2016,460.0,8,2,29,17,1385,68855
2016,455.0,8,2,29,17,1385,59855
2016,460.0,8,2,29,17,1385,64400
2016,460.0,8,2,29,17,1385,74145
2016,455.0,8,2,29,17,1385,63855
2016,650.0,8,2,22,15,1385,86965
2016,455.0,8,2,29,17,1385,59400
2016,650.0,8,2,22,15,1385,92345
2016,460.0,8,2,29,17,1385,60400
2016,460.0,8,2,29,17,1385,64855
2016,455.0,8,2,29,17,1385,69145
2016,455.0,8,2,29,17,1385,55400
2017,650.0,8,2,22,15,1385,87015
2017,455.0,8,2,25,16,1385,59905
2017,460.0,8,2,25,16,1385,74195
2017,455.0,8,2,25,16,1385,65195
2017,650.0,8,2,22,15,1385,88395
2017,455.0,8,2,25,16,1385,59450
2017,455.0,8,2,25,16,1385,55450
2017,460.0,8,2,25,16,1385,70195
2017,460.0,8,2,25,16,1385,68905
2017,460.0,8,2,25,16,1385,65450
2017,650.0,8,2,22,15,1385,79450
2017,460.0,8,2,25,16,1385,69905
2017,455.0,8,2,25,16,1385,69195
2017,455.0,8,2,25,16,1385,63905
2017,460.0,8,2,25,16,1385,69450
2017,460.0,8,2,25,16,1385,60450
2017,460.0,8,2,25,16,1385,79195
2017,650.0,8,2,22,15,1385,92395
2017,650.0,8,2,22,15,1385,83450
2017,650.0,8,2,22,15,1385,83015
2017,460.0,8,2,25,16,1385,73905
2017,460.0,8,2,25,16,1385,64450
2017,460.0,8,2,25,16,1385,64905
2017,460.0,8,2,25,16,1385,75195
1990,164.0,5,2,22,16,3105,2000
1991,164.0,5,2,22,15,3105,2000
2004,390.0,8,2,15,10,238,81013
2004,390.0,8,2,16,10,238,85174
2005,385.0,8,2,16,11,238,86877
2005,385.0,8,2,15,10,238,82633
2006,390.0,8,2,18,11,238,87577
2006,390.0,8,2,17,12,238,79900
1991,188.0,4,2,20,17,870,2000
2014,185.0,4,4,30,22,2202,26470
2014,185.0,4,4,31,23,2202,23120
2014,185.0,4,4,30,22,2202,30620
2014,185.0,4,4,31,23,2202,29370
2014,185.0,4,4,30,22,2202,24370
2014,185.0,4,4,30,22,2202,29120
2014,185.0,4,4,30,22,2202,29820
